registered_name,category,gender,display_race_time,race_time,time_diff,zwid,zp_name,team,subteam
Cheryl Muldoon,c,2,0:27:11.150000,1631.15000000000009094947017729282379150390625,0:00:36.449000,113057,Cheryl Muldoon[Team Vegan],Team Vegan Spinach,
Niccolò Martinoli,c,1,0:27:12.029000,1632.02899999999999636202119290828704833984375,0:00:37.328000,1354660,Niccol\xf2 Martinoli (C) [ITA],Team ITALY,
John Bragg,c,1,0:27:13.526000,1633.526000000000067302607931196689605712890625,0:00:38.825000,2646918,John Bragg [Team Vegan],Team Vegan Spinach,
Alessandro Gabrieli,c,1,0:27:13.942000,1633.9420000000000072759576141834259033203125,0:00:39.241000,2846874,Alessandro Gabrieli (C) [ITA],Team ITALY,
Robert Moseley,c,1,0:27:14.088000,1634.087999999999965439201332628726959228515625,0:00:39.387000,2863452,Rob Moseley (ART Isotopes),ART Isotopes,
Ilona,c,2,0:27:14.827000,1634.826999999999998181010596454143524169921875,0:00:40.126000,605301,Ilona Arzhanova (Rave),Team RAVE,
Chantale Bouchard,c,2,0:27:39.329000,1659.328999999999950887286104261875152587890625,0:01:04.628000,224992,  Chalou[Team Vegan] ,Team Vegan Crocodiles,
Graham Mccrindle,c,1,0:27:39.873000,1659.87300000000004729372449219226837158203125,0:01:05.172000,90272,- Graham McC (ART Neutrons),ART Neutrons,
John Bamford,c,1,0:27:40.116000,1660.115999999999985448084771633148193359375,0:01:05.415000,456955,John  John Bamford (ART Neutrons),ART Neutrons,
Nadezda Polakova,c,2,0:27:41.112000,1661.1120000000000800355337560176849365234375,0:01:06.411000,189794,Nada 78\U0001f331 [VEGAN],Team Vegan Coconuts,
Morgan Bennett,c,2,0:27:48.011000,1668.01099999999996725819073617458343505859375,0:01:13.310000,1665071,Morgan Bennett [Vegan Coconuts],Team Vegan Coconuts,
Marco Xibilia,c,1,0:27:48.828000,1668.82799999999997453414835035800933837890625,0:01:14.127000,3102685,Marco Xibilia [ITA],Team ITALY,
Donnie Macaulay,c,1,0:28:03.780000,1683.779999999999972715158946812152862548828125,0:01:29.079000,867097,Donnie Macaulay (ART Neutrons),ART Neutrons,
Ari Tidhar,c,1,0:28:15.170000,1695.170000000000072759576141834259033203125,0:01:40.469000,1178439,Ari Tidhar [Team Vegan] ,Team Vegan Crocodiles,
Matthew James,c,1,0:28:16.597000,1696.596999999999979991116560995578765869140625,0:01:41.896000,2919978,Matthew James (ART Isotopes),ART Isotopes,
Claudio Crivelli,c,1,0:28:16.793000,1696.792999999999892679625190794467926025390625,0:01:42.092000,1091366,Claudio Crivelli (C) [ITA5],Team ITALY,
Alex Semple,c,1,0:28:29.956000,1709.955999999999903593561612069606781005859375,0:01:55.255000,2507868,Alex Semple (ART Neutrons),ART Neutrons,
Jose Descoteaux,c,1,0:28:30.720000,1710.720000000000027284841053187847137451171875,0:01:56.019000,664787,Jose Descoteaux,Green Machine,
Marko Niederheide,c,1,0:28:31.338000,1711.337999999999965439201332628726959228515625,0:01:56.637000,601425,M arko [Team Vegan],Team Vegan Spinach,
Dario Finatti,c,1,0:28:31.689000,1711.689000000000078216544352471828460693359375,0:01:56.988000,844179,Dario Finatti (ITA),Team ITALY,
Mark Sanders,c,1,0:28:32,1712,0:01:57.299000,2217260,Mark Sanders (ART Neutrons),ART Neutrons,
Allison Gates,c,2,0:28:32.354000,1712.354000000000041836756281554698944091796875,0:01:57.653000,1375378,Allison Gates [TEAM VEGAN],Team Vegan Spinach,
DarrinG,c,1,0:28:32.403000,1712.403000000000020008883439004421234130859375,0:01:57.702000,68443,Darrin Grace,Green Machine,
Michelle Gates,c,2,0:28:32.546000,1712.546000000000049112713895738124847412109375,0:01:57.845000,1375409,Michelle Gates \u24cb [TEAM VEGAN],Team Vegan Spinach,
Craig Christie ,c,1,0:28:35.577000,1715.576999999999998181010596454143524169921875,0:02:00.876000,130703,Craig  Christie \u26a1\ufe0fBRT ,BRT,
Ines Pfeilmeier,c,2,0:28:49.026000,1729.026000000000067302607931196689605712890625,0:02:14.325000,1604473,I KP [Team Vegan],Team Vegan Coconuts,
Val Cummings,c,2,0:28:49.090000,1729.089999999999918145476840436458587646484375,0:02:14.389000,2990367,Val Cummings \u24cb [Team Vegan / EFT],Team Vegan Crocodiles,
Tim Mennell,c,1,0:28:58.239000,1738.23900000000003274180926382541656494140625,0:02:23.538000,2610238,Tim Mennell (TFC),TFC,
Cath Walls,c,2,0:28:59.293000,1739.292999999999892679625190794467926025390625,0:02:24.592000,2956232,Cath Walls [TEAM VEGAN] ,Team Vegan Crocodiles,
Bruno Riollet,c,1,0:29:02.378000,1742.377999999999929059413261711597442626953125,0:02:27.677000,1534082,B runo Riollet (F),Green Machine,
Darrin Cook,c,1,0:29:03.453000,1743.45299999999997453414835035800933837890625,0:02:28.752000,2509064,Darrin Cook [Vegan Crocodiles],Team Vegan Crocodiles,
Rudi peters,c,1,0:29:30.551000,1770.55099999999993087840266525745391845703125,0:02:55.850000,2682294,Rudi Peters (OTR),On the Rivet,
Paula Zamora,c,2,0:29:32.776000,1772.776000000000067302607931196689605712890625,0:02:58.075000,1497837,Paula Zamora (DD1),WTRL,Drafting Dinos
Sarah Nicotero Axness,c,2,0:29:36.239000,1776.23900000000003274180926382541656494140625,0:03:01.538000,730172,Sarah Nico [WTRL] (DD1),WTRL,Drafting Dinos
Julie Clark (Francesca Julie),c,2,0:29:36.335000,1776.3350000000000363797880709171295166015625,0:03:01.634000,2025471,Julie Clark (ART Isotopes),ART Isotopes,
Ruth Breeze,c,2,0:29:40.234000,1780.23399999999992360244505107402801513671875,0:03:05.533000,1406512,Ruth Breeze (TT1) ,Team Type 1,
Lee Gale,c,1,0:29:43.637000,1783.636999999999943611328490078449249267578125,0:03:08.936000,1830608,Lee  Gale (ART Isotopes),ART Isotopes,
Felicity Caddick,c,2,0:29:43.774000,1783.77399999999988722265698015689849853515625,0:03:09.073000,1955420,Felicity C (Zoot / S4W),Socks4Watts,
Jo Fleming,c,2,0:29:43.936000,1783.935999999999921783455647528171539306640625,0:03:09.235000,490655,Jo Fleming [WLRCC] [Team Vegan],Team Vegan Spinach,
Steve Lytollis,c,1,0:29:48.618000,1788.61799999999993815436027944087982177734375,0:03:13.917000,1358214,Steve Lytollis (ART Isotopes),ART Isotopes,
Ben Weeding,c,1,0:29:51.041000,1791.040999999999939973349682986736297607421875,0:03:16.340000,223663,Ben Weeding (ART Isotopes) ,ART Isotopes,
Connie Tang,c,2,0:29:51.969000,1791.9690000000000509317032992839813232421875,0:03:17.268000,1992872,Connie Tang (RAVE),Team RAVE,
Stuart Cox,c,1,0:30:03.092000,1803.09200000000009822542779147624969482421875,0:03:28.391000,25377,Stuart Cox (v) [Team Vegan],Team Vegan Spinach,
David Lago,c,1,0:30:05.280000,1805.279999999999972715158946812152862548828125,0:03:30.579000,1713687,David Lago [Team Vegan],Team Vegan Coconuts,
Kenneth Yau,c,1,0:30:09.662000,1809.662000000000034560798667371273040771484375,0:03:34.961000,183298,Kenneth Yau (Vegan Coconuts),Team Vegan Coconuts,
Cara McNamee,c,1,0:30:10.243000,1810.24299999999993815436027944087982177734375,0:03:35.542000,1023194,Cara McNamee (RAVE),Team RAVE,
James Wyatt,c,1,0:30:10.554000,1810.55400000000008731149137020111083984375,0:03:35.853000,3244114,James Wyatt \u24cb [Team Vegan],Team Vegan Coconuts,
Derren Craddock,c,1,0:30:12.379000,1812.3789999999999054125510156154632568359375,0:03:37.678000,541028,Zed  Sprocket,Green Machine,
Georges Hernandez,c,1,0:30:14.194000,1814.19399999999995998223312199115753173828125,0:03:39.493000,764173,H Georges[VEGAN Crocodiles],Team Vegan Crocodiles,
Faye Armstrong ,c,2,0:30:56.595000,1856.595000000000027284841053187847137451171875,0:04:21.894000,187279,Faye Armstrong,Team RAVE,
Ted Holland,c,1,0:31:07.508000,1867.508000000000038198777474462985992431640625,0:04:32.807000,677508,Ted Holland,Green Machine,
Colin Gill,c,1,0:32:01.203000,1921.20299999999997453414835035800933837890625,0:05:26.502000,1072923,Colin Gill (ART Neutrons),ART Neutrons,
Maria Hurter,c,2,0:32:30.728000,1950.7280000000000654836185276508331298828125,0:05:56.027000,777169,Maria  Hurter [TV] (Skofnung),Valhalla,
Joe Winning,c,1,0:33:34.098000,2014.097999999999956344254314899444580078125,0:06:59.397000,435308,Joe  Winning (ART Neutrons),ART Neutrons,
