registered_name,category,gender,display_race_time,race_time,time_diff,zwid,zp_name,team,subteam
Mike Christensen,a,1,1:04:14.911000,3854.9110000000000582076609134674072265625,0:02:57.978000,855068,Mike Christensen (OTR),On the Rivet,
Simon Hale,a,1,1:04:15.498000,3855.49800000000004729372449219226837158203125,0:02:58.565000,308195,Simon Hale (ART Nuclear),ART Nuclear,
Erich Byers,a,1,1:04:15.696000,3855.69599999999991268850862979888916015625,0:02:58.763000,1462466,Erich Byers [Team Vegan Antelopes],Team Vegan Antelopes,
Colin Saunders,a,1,1:04:15.949000,3855.94900000000006912159733474254608154296875,0:02:59.016000,798491,Colin Saunders (OTR),On the Rivet,
Mark Robinson,a,1,1:04:16.097000,3856.09700000000020736479200422763824462890625,0:02:59.164000,693429,M ROBBO (R3R Dev),R3R Dev Red Hot Chilli Peppers,
Richard Woods,a,1,1:04:16.291000,3856.2910000000001673470251262187957763671875,0:02:59.358000,436956,Richard Woods \u24cb [Team Vegan],Team Vegan Antelopes,
Dennis Hahn,a,1,1:04:18.028000,3858.02799999999979263520799577236175537109375,0:03:01.095000,269352,Dennis Hahn(Benefit the Peloton-Go Vegan),Team Vegan Alpacas,
Brian Bishop,a,1,1:04:18.740000,3858.739999999999781721271574497222900390625,0:03:01.807000,3031036,B ishop (OTR),On the Rivet,
Simon de Kerpel,a,1,1:04:43.463000,3883.46300000000019281287677586078643798828125,0:03:26.530000,401098,Simon de Kerpel (R3R Dev),R3R Dev Red Hot Chilli Peppers,
Luís Medeiros Pereira,a,1,1:05:11.376000,3911.37600000000020372681319713592529296875,0:03:54.443000,270869,Luis Medeiros [Vegan Alpacas] ,Team Vegan Alpacas,
Pete Brookes,a,1,1:05:28.798000,3928.7979999999997744453139603137969970703125,0:04:11.865000,1012404,Pete Brookes (ART Nuclear),ART Nuclear,
Joe Monks,a,1,1:05:29.740000,3929.739999999999781721271574497222900390625,0:04:12.807000,559287,Joe Monks (Race3R),Race3R,
Robin Braam,a,1,1:05:29.885000,3929.885000000000218278728425502777099609375,0:04:12.952000,1344107,Robin Braam (Team Vegan),Team Vegan Alpacas,
Les Corran,a,1,1:05:30.212000,3930.21199999999998908606357872486114501953125,0:04:13.279000,255535,LES CORRAN (ART Nuclear),ART Nuclear,
James Hayward,a,1,1:05:30.246000,3930.2460000000000945874489843845367431640625,0:04:13.313000,410468,James Hayward (Socks4Watts),Socks4Watts,
Filipe Afonso,a,1,1:05:30.452000,3930.4520000000002255546860396862030029296875,0:04:13.519000,2070175,Filipe Afonso (Jic Racing),JIC RACING TEAM,
Luis Pinheiro,a,1,1:05:30.572000,3930.572000000000116415321826934814453125,0:04:13.639000,510474,Luis Pinheiro (R3R Dev),R3R Dev Red Hot Chilli Peppers,
Andrew Robinson,a,1,1:06:53.716000,4013.71599999999989449861459434032440185546875,0:05:36.783000,100901,Andrew Robinson (TFC),TFC,
Ben Gamsa,a,1,1:06:54.493000,4014.49299999999993815436027944087982177734375,0:05:37.560000,4762,Ben Gamsa (R3R Dev),R3R Dev Red Hot Chilli Peppers,
Dan welch,a,1,1:06:55.354000,4015.35399999999981446308083832263946533203125,0:05:38.421000,758463,Dan Welch  (C4C),Green machine,
Jude Milburn,a,1,1:06:55.884000,4015.884000000000014551915228366851806640625,0:05:38.951000,1451885,Jude Milburn (Race3R),Race3R,
Mark Suret,a,1,1:06:55.914000,4015.91400000000021464074961841106414794921875,0:05:38.981000,879426,Mark Suret (R3R Dev),R3R Dev Black Eyed Peas,
Rich Lythgoe,a,1,1:06:56.096000,4016.09600000000000363797880709171295166015625,0:05:39.163000,1503420,  Rich L [Team Vegan],Team Vegan Antelopes,
Cody Juntikka,a,1,1:06:56.373000,4016.37300000000004729372449219226837158203125,0:05:39.440000,2651512,Cody Juntikka [OTR],On the Rivet,
Kristin Moat,a,2,1:06:56.430000,4016.42999999999983629095368087291717529296875,0:05:39.497000,415493,M oaty (R3R Dev),R3R Dev Black Eyed Peas,
Tom Bass,a,1,1:06:56.949000,4016.94900000000006912159733474254608154296875,0:05:40.016000,457241,Tom Bass (LEQP) ,LEQP,
Giles Aldridge,a,1,1:07:12.364000,4032.36400000000003274180926382541656494140625,0:05:55.431000,1490752,Giles Aldridge (ART Nuclear),ART Nuclear,
Simone Sighinolfi,a,1,1:08:28.688000,4108.688000000000101863406598567962646484375,0:07:11.755000,1085650,Simone Sighinolfi \u24cb [TEAM VEGAN],Team Vegan Antelopes,
Neil jj Fraser,a,1,1:12:18.389000,4338.3890000000001236912794411182403564453125,0:11:01.456000,1388995,JJ. Fraser,Green Machine,
Roland Bösche,a,1,1:12:19.696000,4339.69599999999991268850862979888916015625,0:11:02.763000,479525,Rolins Neverstop \U0001f331 [Team Vegan],Green Machine,
Jens Holloch,a,1,1:19:01.331000,4741.331000000000130967237055301666259765625,0:17:44.398000,2793838,Jens Holloch [Team Vegan],Green Machine,
Jonny Winward,a,1,1:28:26.513000,5306.5129999999999199644662439823150634765625,0:27:09.580000,53428,Jonny Winward,WKG,
